Frame,Tiempo(s),GT_Region,Gesto,Confianza(%),Modo,Confirmado,Region,X_norm,Y_norm,Modo_grounding,Hands_fiable
250,14.617,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2215,raycast,No
251,14.6409,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2222,raycast,No
252,14.6641,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2228,raycast,No
253,14.6858,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2231,raycast,No
254,14.7111,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2239,raycast,No
255,14.7362,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2243,raycast,No
256,14.7589,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2256,raycast,No
257,14.7817,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2264,raycast,No
258,14.8051,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2269,raycast,No
259,14.8286,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2274,raycast,No
260,14.8511,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2275,raycast,No
261,14.8735,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2277,raycast,No
262,14.8962,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2278,raycast,No
263,14.9184,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2278,raycast,No
264,14.9405,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2284,raycast,No
265,14.9648,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2285,raycast,No
266,14.983,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2284,raycast,No
267,15.0062,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2287,raycast,No
268,15.029,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2287,raycast,No
269,15.0513,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2292,raycast,No
270,15.0694,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2292,raycast,No
271,15.0874,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2312,raycast,No
272,15.1098,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2321,raycast,No
273,15.1323,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2337,raycast,No
274,15.1493,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2341,raycast,No
275,15.1722,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2346,raycast,No
276,15.1944,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2361,raycast,No
277,15.2126,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2366,raycast,No
278,15.2323,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2377,raycast,No
279,15.2503,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2384,raycast,No
280,15.2685,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.24,raycast,No
281,15.2865,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2423,raycast,No
